username,datetime,tweet_text,retweeted_text,likes,retweets,comments
 GGMattt ,2020-11-19T18:55:27.000Z,"The first power up of my #PS5 yes, I squealed! My first ever launch day console! @PlayStationUK #PlayStation5 #PlayHasNoLimits #Playstation",,3,0,1
Tom Taylor,2020-11-19T18:53:27.000Z,Quick #ps5 pole - what you doing with your #ps5 when it arrives!? #playstation5 #ps5preorderuk #PS5LaunchDay #PlayStation5preorder #playstation,,7,1,14
CODE GAMINGFFCTWITCH ,2020-11-19T18:53:09.000Z,"bullshit, they knew there woud be a large demand, stop talking bollocks #PS5 #sony #Playstation #itvnews",,1,0,0
Alfie,2020-11-19T18:52:57.000Z,"I’d like to thank my family, my friends and very for this amazing moment in my life. My quick 99 reactions secured the bag against them bots. #Playstation #PlayHasNoLimits #PlayStation5 #PS5 #ps5uk #ps5preorderuk #ps5restock",,2,1,1
LakerZombie ,2020-11-19T18:52:48.000Z,No matter who wins GOTY at @thegameawards we should all agree that @PlayStation has had a spectacular year and recent generation. Their games are just on another level. #PS4 #Ps4Pro #Playstation #GhostOfTsushima #TheLastofUsPart2,,3,0,0
Gabriëlla,2020-11-19T18:52:28.000Z,Happy launch day !! Congrats to the people who managed to get one and what do you think of the new controller ? I’m loving the size and look of it! Special mention to the fellas who work for #PlayStation and companies which give us beautiful games. #PS5 #PlayStation5,,12,1,1
Bazgona,2020-11-19T18:49:04.000Z,It's finally here #ps5 #PlayStation5 #Playstation,,0,0,0
Christian French,2020-11-19T18:48:37.000Z,Buzzing that my #PlayStation5 is here! @dhlexpressuk have pulled through! #ps5 #Playstation #PS5Launch,,0,0,0
Alex,2020-11-19T18:48:05.000Z,"Astro's Playroom is bloody good, especially for a pack-in game. I'm genuinely so happy with how charming and inventive it gets #ASTROsPLAYROOM #PS5 #Playstation",,0,0,0
Flying Eze,2020-11-19T18:47:42.000Z,PlayStation 5’s launch expands around the world #Ps5 #Playstation #5 #Ps5,,0,0,0
OlekDesign,2020-11-19T18:46:50.000Z,Zoom! The onewheeler is done #design #artistsupport #ArtistOnTwitter #digitalart #PlayStation5 #Playstation #digitaldrawing #speed #adobe ##photoshop,,4,2,0
Rob,2020-11-19T18:45:07.000Z,Happy Launch Day @PlayStation @PlayStationEU #PlayStation5 #HappyLaunchDay #PS5 #PlayHasNoLimits #PlayStation,,2,1,1
WelcomePlayer2,2020-11-19T18:45:07.000Z,PS5 RELEASED TODAY! Can I get a WHOOP WHOOP! #ps5 #playstation #console #consolegamers #gamers #WP2Gamers #gaming #newgeneration #gamergirl #gamerdude #dadgamer #gamermum #gamenews #gamercommunity,,0,0,0
acie_1991,2020-11-19T18:42:34.000Z,What did the body shield with a grenade in his pocket say to the oncoming train? #CallOfDutyBlackOpsColdWar #2020 #warshooter #actionthriller #blackops #coldwar #callofduty #callofdutycoldwar #blackops5 #callofdutyblackops #callofdutygame #sony #playstation #ps4 #playstation4,,2,0,0
RedLineRacer48,2020-11-19T18:41:24.000Z,GTA V Online is Getting Its First Map Expansion Finally! #GTAOnline #GTA #GTAV #Rockstargames #ps4 #ps5 #PlayStation #xboxone #XboxSeriesX #Xbox,"Rockstar GamesRockstar Games@RockstarGamesNov 19, 2020",3,0,0
Sagi :),2020-11-19T18:39:52.000Z,Just 2 more months LET'S GOOO #PS5 #PlayHasNoLimits #PlayStation5 #playstation #gaming,,0,0,0
🄲🄷🅁🄸🅂🅃🄸🄽🄰 🅅🄾🄽🄸🄰🅃🄸🅂,2020-11-19T18:37:52.000Z,"Notice anything different about #Oxford #Circus #station? To celebrate the #UK launch of the #PS5, #Playstation UK has teamed up with #TfL to give it a new look. @TfL @PlayStation @PlayStationUK #Londonist #London UK Source: @Londonist",,4,1,1
Triplestudly,2020-11-19T18:36:47.000Z,"If you want to grab an Xbox Series X/S or PS5, Walmart will have stock at 2pm CST on there website today! May the odds be ever in your favor! • #Xbox #XboxSeriesS #XboxSeriesX #PS5 #Playstation #Playstation5 #PS5Digital #Walmart #VideoGames #Consoles #OnlineShopping",,0,1,0
TDC_Timmins,2020-11-19T18:35:14.000Z,Ohhhh baby! Let’s go!! #PS5 #PlayStation5 #Playstation #sony #nextgen #NextGenGaming,,0,0,0
Empire Tech Podcast,2020-11-19T18:31:58.000Z,Why does the ps5 have a disk drive when it copies the entire game from the disk to the console thus rendering the disk part useless!! #ps5 #PlayStation5 #PlayStation #SONY,,0,0,0
Jαყɳҽ Sƙყɾɱҽ ,2020-11-19T18:25:58.000Z,"As launches go @PlayStationUK @PlayStation, today has been pants #2020curse #PS5 #Playstation",,4,0,0
John Tequila Galloway ,2020-11-19T18:23:32.000Z,Finally got my #PlayStation5 this morning. Its a beast. I Love it. #gaming #Playstation #ps5 #AssassinsCreed,,0,0,0
Adam Roffel,2020-11-19T18:23:30.000Z,"#SackboyABigAdventure is really, really good. Look what @PlayStationCA dropped today to help us celebrate how good it is!! It's been a blast playing through it with my kids - thanks #PlayStation for the awesome loot drop! #PS5",,12,0,2
pandalicious,2020-11-19T18:17:45.000Z,"For GTA 6 can they actually make the female characters cute, not 6ft, and lookin like drug addicts, please I’m begging. #GTA5 #GTA6 #PS4 #PlayStation #request #GTAOnline",,0,0,0
Espen Jansen,2020-11-19T18:17:39.000Z,Family portrait! #PlayStation5 #PS5 #Playstation,,4,0,2
BourbonKid △○×□ [R+],2020-11-19T18:17:24.000Z,Happy Launch Day @PlayStationDE @PlayStation @gorillazbuh @GermanStrands #PS5 #PlayStation5 #PS5LaunchDay #gaming #Playstation #PlayHasNoLimits,,30,1,1
Jonathan BENAINOUS,2020-11-19T18:16:33.000Z,Here comes the pain! Congrats to the team at @bluepointgames & @fromsoftware_pr for this amazing #DemonsSouls remake! The #game looks gorgeous! #Fromsoftware #Playstation #PlayStation5 #PS5 #demonssoulsps5 #demonssoulsremake #remake #Sony #rpg #gamer #consolegamer,,22,1,0
Truscott  Twitch Affiliate,2020-11-19T18:13:09.000Z,My Daughter Stole My PlayStation 5 @PlayStation @SpiderMan #PlayStation5 #PlayStation #daddaughter #girlgamer #streamer #spidermanmilesmorales #Spiderman,,0,0,0
The Dave,2020-11-19T18:10:20.000Z,"Okay, I’m impressed with the #DualSense . Best #Playstation controller ever. #PS5",,2,0,0
Matt Birch,2020-11-19T18:07:08.000Z,Happy @PlayStationUK launch day! #PlayStation #PS5,,0,0,0
Stephen Harvey,2020-11-19T18:05:41.000Z,"It's Arrived, thank you @GAMEdigital #MilesMoralesPS5 #Playstation5 #UkLaunchDay #LaunchDay #Sony #Playstation #Spiderman #SpiderManMilesMorales",,2,0,0
Wooly Oddities,2020-11-19T18:05:02.000Z,"Get ready Sackboy, the day is finally here... PS5 launch day! Can’t wait to see you on the big screen with the rest of the Sacklings! #Sackboy #SackboyABigAdventure #littlebigplanet #PS5 #playstation #crochet #handmadehour",,4,0,0
Benjy O. Adams,2020-11-19T18:01:42.000Z,It’s a fickle game #ps5 #ps4 #sony #sonyplaystation #playstation #adele #heartbreak #movingon #strongindependentwoman #sendmylove #xbox #switch #nintendo #microsoft #launchday #ign #gamespot #rkg,,2,1,0
Dan_G4L,2020-11-19T17:59:41.000Z,She's a beast and I love it #ps5 #PlayStation5 #gaming #playstation #sony Happy release day in UK,,1,1,1
LozzyB,2020-11-19T17:55:56.000Z,New years resolution: GET A PS5 #Ps5 #Playstation,,0,0,0
Bloserville Militia Gaming,2020-11-19T17:55:49.000Z,@Walmart Do you think it is a good idea to sell both consoles at the same time? You website can't seem to handle one console. #whatistheworstthatcanhappen #PlayStation5 #PS5 #Playstation #XboxSeriesX #xbox #Walmart #iamsureiwonthaveoneaftertoday,,1,0,0
Yahoo Silverman,2020-11-19T17:55:16.000Z,@CDPROJEKTRED @CyberpunkGame @CP2077Countdown how well will #Cyberpunk2077 run on a regular PS4--not a PS4 pro? I'm considering getting it on PC instead but would prefer to play on console. #gaming #Playstation,,0,0,0
Alexander,2020-11-19T17:53:08.000Z,PS Collection | #PSLaunch #PlayStation5 #PlayStationRussia #PlayStation,,1,0,0
Victoria Harris,2020-11-19T17:53:05.000Z,PlayStation do good Marketing don’t they?! Great response to the PS5 today! #marketing #branding #ps5 #PlayStation,,5,1,3
Retro-Cheating :D,2020-11-19T17:52:00.000Z,Power Rangers Battle for the Grid One Level Playthrough with no Cheats on the Ps4 Pro :D #PowerRangers #PowerRangersBatlefortheGrid #Playstation #Playstation4 #Playstation4Pro #PS4 #PS4Pro #Sony,,2,0,0
Essex Tractor Boy,2020-11-19T17:51:40.000Z,"Playstation 5 for sale - digital version. Unwanted gift, only used once. Unfortunately box got put in recycle bin. £695 ono. No time wasters! #PlayStation5 #Playstation",,2,0,3
EveryLittleStep,2020-11-19T17:51:01.000Z,I Got Emmm! I got the Morales Ones lol. #adidas #MilesMorales #Playstation @adidas @PlayStation #moralesones #PS4 #PS5,,2,0,0
Wally,2020-11-19T17:50:38.000Z,I would love a #PS5 but I've put far too much time into my #PS4 to just leave it there and move on!!!! #PlayStation5 #Playstation,,2,0,0
Big Graham Souness,2020-11-19T17:49:21.000Z,"Look at the end of the day, when it’s all said and done. We all know there’s only one main reason that you can’t get a #PlayStation5 from amazon, currys, game or John Lewis or anywhere else for that matter! His name is Paul Pogba! #PS5 #Playstation #PlayHasNoLimits",,5,2,0
Aroms of London,2020-11-19T17:48:17.000Z,These guys took over London Underground with an amazing marketing strategy Best in class stuff. #PlayStation5 #PS5 #Playstation,,5,1,0
Farsendor,2020-11-19T17:45:27.000Z,#PS5 #PlayStation #demonssoulsremake I could have done better. Anyways here is a quick farming guide for Full Moon Grass in Demon's Souls at the beginning.,,0,0,0
Jorge A. Morales,2020-11-19T17:44:31.000Z,The birth of a great franchise and propelled @Naughty_Dog to the status of top tier developers! #Uncharted #Playstation #PS3 #PS4 and now #PS5,"Naughty DogNaughty Dog@Naughty_DogNov 19, 2020The adventure that started it all! Uncharted: Drake's Fortune first launched on November 19, 2007--13 years ago today--on PlayStation 3. #SicParvisMagna#SicParvisMagna",0,0,0
JosephAnthony,2020-11-19T17:40:10.000Z,"Reposting @naughty_dog_inc: ... ""The adventure that started it all! Uncharted: Drake's Fortune first launched on November 19, 2007--13 years ago today--on PlayStation 3. #SicParvisMagna"" #GamerNation #Gaming #VideoGames #PS4 #PlayStation #PS5",,1,0,0
GAMERXCII,2020-11-19T17:38:10.000Z,Love NEW Playstation launch days #newconsole #launchday #playstation #playstation5 #ps5 #assassinscreed #assinscreedvalhalla #watchdogslegion #gamerxcii #hashtag,,0,0,0
Stevie P,2020-11-19T17:36:16.000Z,"Had some fun times on Xbox over the past ten years, but it was time for a change. Making the switch back to #PlayStation with the #PS5/#PlayStation5 ",,1,0,0
Emma Jane Musson,2020-11-19T17:30:02.000Z,It’s just so beautiful! #ps5 #playstation5 #playstation #valhalla #assasinscreed #spiderman #milesmorales,,0,0,0
UKGamingNetwork,2020-11-19T17:28:49.000Z,"As a new #PlayStation arrives, we take a look back at the launch games that helped define the name. You'll be able to see our picks from 7PM tonight. Will your favourites make our list? #Retrogaming #Gaming #PS1 #PS2 #PS3 #PS4 #PS5 #PSP #PSvita",,1,1,0
ToBu,2020-11-19T17:28:39.000Z,SLY COOPER 5. THAT IS ALL I WANT. ONLY THAT WILL REMOVE THE DAMAGE 2020 HAS CAUSED. #slycooper #PS5 #Playstation #Sony,,3,2,0
Mitna,2020-11-19T17:27:42.000Z,ENDLICH #PS5Launch #PS5 #zocker #gaming #Playstation,,1,0,0
Julie Pollock,2020-11-19T17:26:21.000Z,I’m so behind my goodness I wish my hubby asked for items I can actually purchase this century...#PlayStation5 #PlaystationCanada #Playstation,,1,0,0
Marek Spanel,2020-11-19T17:24:59.000Z,My gaming setup is complete now. Congratulations to Sony for releasing another generation of #Playstation the #PlayStation5 2020 is a tricky year but at the same time really big year for games.,,25,4,1
KC Livaï,2020-11-19T17:24:43.000Z,PSP Playstation Network PES 2011 PlayStation 1 Je suis le plus originale des mecs ! #PlayStation Network #PS5,,1,0,0
Green Knees Marketplace,2020-11-19T17:22:07.000Z,What is the next best thing for kids ages 6-9 when parents can’t find the latest game console on the market? #PS5 #parentproblems #gamingcommunity #Playstation,,0,0,0
jairo javier,2020-11-19T17:19:52.000Z,Let's keep pushing #psmemberfirst #PS5 #PlayStation5 #Playstation,,1,0,0
Romantheactor,2020-11-19T17:16:28.000Z,I’m very happy tonight #ps5 #PlayStation5 #Playstation #PS5Launch,,2,0,0
Darius,2020-11-19T17:15:33.000Z,People getting their PlayStation 5’s today. #PS5 #Playstation #Playstation5 #PS5Launch,,5,0,1
GaryRob,2020-11-19T17:12:19.000Z,So has anyone had one delivered but still with this message from Yodel #PS5 #PlayStation5 #Playstation #PS5Launch #yodel #very,,0,0,3
mario,2020-11-19T17:11:14.000Z,She's here #PlayStation5 #PS5 #PS5Launch #Playstation,,0,0,0
𝑀𝑎𝑡ℎ𝑖𝑠,2020-11-19T17:10:47.000Z,#PS5 #PlayStation5 #PlayStation Network,"PlayStation FrancePlayStation France@PlayStationFRNov 19, 2020La #PS5#PS5 est disponible : tentez de gagner 1 #PS5#PS5 + 1 TV 4K @SonyFrance@SonyFrance + 1 barre de son ! Pour participer : RT + tweetez avec #PS5#PS5Show this thread",0,0,0
Fran MT Designs,2020-11-19T17:09:00.000Z,"Welcome PS5!!! ¡Bienvenida, PS5! #PS5 #PlayStation5 #Playstation #PlayStation4 #SONY #videogames #DemonsSoulsYaEstaAqui #SackboyABigAdventure #Godfall #AstroBot #DualSense #PlayStationTrophy #PlayStation5digitaledition @PlayStationES @PSPlusES @PlayStationEU @PlayStation",,4,1,0
The Game Boyz,2020-11-19T17:07:08.000Z,"So... First Impressions of the #PS5! Virtually no load times for #Playstation 5 games is amazing, Haptic feedback and adaptive triggers for the very comfortable #DualSense is game changing and in person I'm loving how clean the #PlayStation5 looks. Basically, It's damn good!",,0,0,0
Zohaib Ali,2020-11-19T17:06:42.000Z,#nextgen #Playstation #PS5 imagination no boundaries of gamers on,,0,0,0
SOulGirL,2020-11-19T17:04:08.000Z,The beauty is here! Can’t wait to play it :) #PS5 #PlayStation5 #Playstation #PlayStationlaunch,,0,0,0
Daniel Garcia,2020-11-19T17:02:57.000Z,Make sure everyone runs to the register to make sure you get the ps5 and not wait in line because that’s the way @Target does things even if people have been waiting. And if the target your at says something show them this tweet. #PS5 #TARGET #PlayStation5 #Playstation,"AskTargetAskTarget@AskTargetNov 19, 2020Stores may utilize a first come first serve in specific areas of the store (Guest Services, Electronics desk), or use tickets prior to the store opening, but doing so is at the discretion of the store. We appreciate the concern, and will share it with our Store Ops team.",1,0,0
Kelvin Clark,2020-11-19T17:02:31.000Z,Why #PlayStation acting like #PS5 supreme smh,,1,0,1
MJN,2020-11-19T17:02:21.000Z,Lockdown just levelled up #PS5 #Playstation,,1,0,0
NintendoSwitchEan,2020-11-19T16:57:06.000Z,"I want a #PS5 for Christmas, but it may not happen cause of these damn shortages! But I'm hoping my it'll be restocked soon like during BF and into December. #PlayStation5 #PlayStation #Sony",,1,0,0
NintendoSwitchEan,2020-11-19T16:51:20.000Z,I need to watch some gameplay of #SpiderManMilesMorales and other PS5 games as now I'm starting to want a PS5 after awhile of not really wanting it. #PlayStation5 #PS5 #PlayStation #Sony,,0,0,0
Pro Gamer 1911,2020-11-19T16:49:18.000Z,I tried so hard to get the PS5 but i couldnt get one still trying to get it. If not it might be my late Christmas Present next year. #PS5 #PlayHasNoLimits #ps5uk #PS5Launch #PlayStation5 #PlayStation @Hero_On_PS,"GAME.co.ukGAME.co.uk@GAMEdigitalNov 19, 2020PS5 Stock Update Thank you to everyone that managed to pre-order a PS5 today. Unfortunately we are now out of stock.",11,3,3
Prico,2020-11-19T16:47:57.000Z,My #PS5 launch day!! How was yours? #PS5 #PlayStation5 #PlayHasNoLimits #Playstation #Playstation4 it is then,,0,0,1
Jack Love,2020-11-19T16:46:12.000Z,"Setting up the PS5 is so seamless and effortless, ran into zero problems so far. But man what an introduction Astro’s Playroom to the PS5. You get so much for it being free and I’d highly recommend you play it #PlayStation5 #Playstation #PS5",,2,1,1
James_Whittaker,2020-11-19T16:46:05.000Z,"Our Christmas has officially come early. Let the gaming commence, can't wait for the future of gaming. I've already experienced day one launch with Playstation 4, This is my wife's first time experiencing a console launch. Super exciting #PlayStation5 #Playstation",,1,0,0
Müs.,2020-11-19T16:45:16.000Z,Brilliant advertising from #Playstation for the #PS5 - merging their gamepad symbols with the iconic #LondonUnderground sign,,0,0,1
Clayton Kingman,2020-11-19T16:44:06.000Z,"How good is this from @PlayStationUK, incredible work from their marketing team to launch the PS5! #playstation #PS5",,1,0,0
FizzyJames,2020-11-19T16:43:04.000Z,After long day at work can finally set up my new ps5 #ps5 #playstation #playstation5 #gamer #gaming #videogamecollection,,0,0,0
Hannah Robinson,2020-11-19T16:39:49.000Z,"So I now have a dispatch email re the #PS5 order that was apparently cancelled, what is going on Curry’s! #playstation #playstationuk",,2,0,2
FEB 25th ,2020-11-19T16:38:20.000Z,Any real apex players out here 2k COD?? #ps4 #Playstation #Playstation4 add me DrakkoMF38,,1,0,0
kirstyy,2020-11-19T16:37:10.000Z,"Bday present for him, paid and ordered for day release, he’s happy #PS5 #PlayStation5 #PlayHasNoLimits #Playstation #ps5preorderuk",,2,1,1
Gadget Cover,2020-11-19T16:32:06.000Z,The new #PlayStation5 has come out today but getting your hands on one is no easy task! Have you managed to get one? #Playstation #ps5 #ps5preorderuk #PlaystationDirect #WhiteChristmas #PlayHasNoLimits #MyPS5,,5,2,0
Riley 05,2020-11-19T16:29:28.000Z,Setting up my PlayStation 5 now :) #PlayStation #PlayHasNoLimits #PS5 #PS5Launch #gaming #gamingcommunity If anyone wants to ask any questions about the ps5 feel free to ask and I’ll try to answer my best :),,0,0,1
Chris Manning,2020-11-19T16:28:40.000Z,Hey @GAMEdigital I had to wait for 4 hours to be told there was no reason to. Utterly ridiculous. There's a damn good reason you're going out of business and I welcome it. #PlayStation5 #ps5stock #ps5preorder #Playstation #NoPS5,,0,0,1
Slimjim,2020-11-19T16:28:28.000Z,Should I buy?? #PlayStation5 #PS5 #PlayHasNoLimits #Playstation #launchplaystation,,2,0,0
"Fast Cars  Hot Bikes , Guns and ink ",2020-11-19T16:27:55.000Z,#Ps5 #PlayStation5 #Playstation Has anybody managed to buy one? Has anybody seen anybody upload an image of their purchase? @PlayStationUK,,0,0,2
Circle Agency,2020-11-19T16:26:41.000Z,Happy #PS5 launch day everyone. Anyone got their hands on one? #Playstation,,0,0,0
PangaBros,2020-11-19T16:26:16.000Z,Xbox Series X Unboxing Its Tricky #XboxSeriesX #Xbox #BlackOpsColdWar #PlayStation5 #Playstation,,4,1,1
angela,2020-11-19T16:25:50.000Z,It's finally here #PlayStation5 #Playstation #PlayHasNoLimits,,0,0,0
Mancuniaman,2020-11-19T16:25:48.000Z,"#PS5 #PlayStation #gaming I'm sure this new current gen tech is a #masterpiece of #engineering, but I can't help thinking it just looks #crap.",,0,0,0
Aries_Cosplayer,2020-11-19T16:24:05.000Z,"New generation is here, can't wait to play it #playstation #PlayStation5",,0,0,0
Paul bayram,2020-11-19T16:22:52.000Z,Happy PS5 Launch Day @PlayStationUK this console is fantastic and the controller so far is crazy. Let's session Gooooooo People #PS5LaunchDay #PlayStation5 #PS5 #PlayHasNoLimits #Playstation,,3,0,0
MitchyT,2020-11-19T16:20:32.000Z,"Unlucky everyone who didn’t get a PS5 today, it’s not what you know, it’s who #PlayStation5 #Playstation #ps5 ",,0,0,0
UI/UXer_Alex Tamayo ,2020-11-19T16:20:19.000Z,“Do you remember the memories?!” #ps5 #Playstation,"Go For BrokeGo For Broke@AlyssaSaid__Nov 18, 2020Lmao nah get my boy an Oscar for thisShow this thread",1,0,0
Daniel Grundtvig,2020-11-19T16:16:59.000Z,Unboxing af #ps5 kommer snart! Med #ragdolls #PlayStation #playstationdanmark #PlayHasNoLimits #Cat #katte #unboxing,,0,0,0
Ryan,2020-11-19T16:16:47.000Z,The PS5 is probably the best item I have purchased all year! I am loving it! Thanks @PlayStationCA for blowing my mind! #PS5 #PlayStation5 #Playstation #PlayHasNoLimits,,0,0,0
Peter Grant,2020-11-19T16:16:24.000Z,Thanks #thetoyplanet and #playstation for not sending me my #ps5 which I pre ordered in September #ps5preorderuk,,0,0,1
Dinesh Gupta,2020-11-19T16:15:06.000Z,Someone please gift me PS5! #PLAYSTATION #ps5 #gaming,,2,0,0
SenpaiiThicc,2020-11-19T16:13:12.000Z,The ending to the new zombies: Die Maschine. I got trapped lmao #CallofDuty #callofdutyblackops #callofdutycoldwar #CallOfDutyBlackOpsColdWar #callofdutyzombies #gamer #gamers #gamerguy #twitchtv #TwitchTVGaming #retweet #videogames #playstation #playstation4 #playstationshare,,2,0,0
عابر سبيل ,2020-11-19T16:12:40.000Z,#PS5 #ps4 #PS5 #ps4 #Playstation #PS4live #SaudiArabia #easervers I want ps4 pls i need help Thats my paypal account Amazzado1@gmail.com,,0,0,0
Thegoat,2020-11-19T16:12:28.000Z,#Playstation #PS5 like this post if you will get a W on the next ps5 restock,,3,0,0
Dionis Aphonich,2020-11-19T16:10:01.000Z,Finally! Long delaying and denying myself everything I bought myself PS5. #PS5 #sonyplaystation5 #newconsole #consolegaming #gaming #Playstation #PlayStation4,,0,0,0
Nick,2020-11-19T16:08:42.000Z,"WTS PS5 Disc Edition, in hand!, 950$ #PS5 #PlayStation5 #Playstation",,0,0,0
vickhtorio,2020-11-19T16:08:42.000Z,It’s begining to look alot like Chrismas... . . . . #playstation5 #ps5 #game #games #gamers #gaminglife #playstation #trophyhunter #platinumtrophy #platinumtrophyhunter #trophies #trophyhunting,,5,0,0
CryptoManiac,2020-11-19T16:08:03.000Z,Baby is here #PS5 #ps5 #PlayStation5 #Playstation #ps #ps5 #playstation #ps5,,0,0,0
admix,2020-11-19T16:06:31.000Z,Playstation has taken over Oxford Circus for todays UK Launch. Have you seen the PS5 tube signs yet? #PS5 #Playstation #Sony #unboxing #ps5uk #currys #HappyPS5 #MyPS5 #PS5Launch,"PlayStation UKPlayStation UK@PlayStationUKNov 18, 2020It’s time for next gen Oxford Circus. #PS5#PS5",3,0,0
TRI-EDGE1000,2020-11-19T15:56:33.000Z,Just picked up some new games to add to the NeverEnding backlog #newgames #kingdomhearts #LittleHope #mortalshell #horror #rythm #Souls #PlayStation5 #PS5 #PS4 #Playstation,,2,0,0
DonHouston60,2020-11-19T15:56:32.000Z,Lets see how fast we can do the easter egg without error. LETS GOOOOO!!!!!!! #coldwar #callofduty #blackops #squadup #zombies #onlinestatus #twitchstreamer #playstation #ps4 #warzone #multiplayer #donhouston60 #diemaschine,,5,1,0
Playstation Madness,2020-11-19T15:53:49.000Z,Welcome home #PS5 #PlayStation5 #Playstation,,1,0,0
MASH X PODCAST,2020-11-19T15:53:18.000Z,Happy launch day folks! Now to do so many updates/downloads/transfers hopefully by tomorrow we will give first impressions #PS5 #PlayHasNoLimits #Playstation #Launchday,,0,0,0
James,2020-11-19T15:52:43.000Z,I see what you did there @PlayStationUK renaming Mile End as #MilesMorales #Playstation #PlayStation5 #SpiderManMilesMorales,,6,1,0
burn,2020-11-19T15:52:39.000Z,Gm did u eat breakfast #GTAOnline #gta #ps4. #Playstation #VirtualPhotography #RockstarEditor #RockstarGames,,0,0,1
Kid Doom,2020-11-19T15:52:31.000Z,Painting the Pads. #playstation5 #playstation #graffiti #hamburg #ozm @One_Zero_More,,3,2,0
Neil Dawkins,2020-11-19T15:49:16.000Z,"If the new design of the @PlayStation store website is any indicatiion of the UI of the net gen, I'm going Xbox. God it's awful. #PS5 #Playstation",,1,0,0
Windfell_,2020-11-19T15:48:05.000Z,Anyone else in an online queue to buy a #ps5 when you don't even think you will even play it? #ps5stock #PS5LaunchDay #Playstation #PlayStation5digitaledition,,1,0,0
Trust Gaming,2020-11-19T15:46:44.000Z,Are you team #Playstation or #Xbox? Our multiplatform gaming headsets are compatible with both the new #PS5 and the #XboxSeriesX & #XboxSeriesS,,16,2,1
&115&,2020-11-19T15:46:16.000Z,THE FREAKING GLITCHES IN EASTER EGG F#@& #blackops4 #game #overwatch #ps4 #fortnite #playoverwatch #battlefield5 #battlefieldv #battleroyale #blackops #playstation4 #playstation #game #gaming #games #overwatchgenji #minecraft #gta #gta5 #pubg #battlefield1 #gamer #battlefield4,,3,2,0
GamerSensei,2020-11-19T15:45:58.000Z,A tope con #PlayStation5 #Playstation,,1,0,0
Midwich,2020-11-19T15:45:34.000Z,"The Playstation 5 has launched, but the ongoing debate remains... do you play on a gaming monitor or a TV screen? #gaming #PS5 #PlayStation #XBox #xboxseriesx #esports",,1,1,1
Mirror Tech,2020-11-19T15:41:48.000Z,PlayStation boss says £70 for #PS5 games a 'fair' sum #Playstation,,7,2,2
Mohammed Kothia,2020-11-19T15:38:11.000Z,Let's have a vote: What was the best #Playstation device for its time? #PlayStation5 #PS5,,0,0,0
GAME Barrow,2020-11-19T15:38:06.000Z,"Massive thank you for all our customers! this console cycle has been rather unique... To everyone that was able to get a release day console Power Your Dreams and Play Like Never Before. #XboxSeriesX #XboxSeriesS #playstation #PS5 All the best, take care and see you soon!",,2,0,0
Truscott  Twitch Affiliate,2020-11-19T15:37:41.000Z,PlayStation 5 Has Arrived Spiderman Is The First Game To Play #PlayStation5 #gaming #SpiderManMilesMorales #gamingcommunity #nomoneyleft #dadgamer #smallstreamer #Playstation,,3,2,0
zachary,2020-11-19T15:36:25.000Z,Again “#PlayHasNoLimits” well my PS5 shutting off and crashing begs to differ get your shit together #SONY #playstation #PlayStation5,,0,0,0
Eat Sleep Game,2020-11-19T15:36:24.000Z,"The game will feature a ""wholly original James Bond story"" that will see us take control of 007's origin. #JamesBond #007 #IOI #IOInteractive #PlayStation #PlayStation5 #PlayStation4 #PS5 #PS4 #Xbox #Xbox #XboxSeriesS #XboxSeriesX #XboxOne #PCGaming #Nintendo #NintendoSwitch",,0,1,0
Dipali ,2020-11-19T15:33:57.000Z,It’s out todayyy #PS5 #PlayStation5 #Playstation,,4,0,1
Fine,2020-11-19T15:28:50.000Z,Happy Launch Day! #PS5 #PlayStation5 #Sony #PlayStation,,2,1,0
Matthew French,2020-11-19T15:27:18.000Z,To everyone who didn't get an Xbox or PlayStation. Here's a picture of my Dog. #PlayStation #Xbox #Ps5,,1,0,0
Canadanny,2020-11-19T15:25:10.000Z,So I'm curious to hear what you have to say. What console have you gotten or are holding out for? This is not a console war question as I really enjoy all consoles. Just interested in what you all are wanting. #XboxSeriesX #XboxSeriesS #Xbox #PS5 #PlayStation5 #Playstation,,2,0,1
ErdoganKolemenoglu,2020-11-19T15:22:51.000Z,#PS5 welcome home #Playstation,,0,0,0
James Pople,2020-11-19T15:19:33.000Z,"Refreshing Amazon, John Lewis, Curry’s and other retailers web pages from 8am this morning, and nothing to show from it #PS5 #PlayStation",,1,0,3
Mirror Tech,2020-11-19T15:18:27.000Z,"""You are in the #GAME #PlayStation queue. When it is your turn, you will have 30 minutes to complete your order. Thank you for your patience.” #PS5 #ps5preorderuk #PS5Launch",,7,2,1
JR Roles,2020-11-19T15:14:06.000Z,13k profit today alone from reselling #PS5 #PlayStation5 #Playstation The perks of living near to several stores.,,0,1,9
MulKa,2020-11-19T15:12:45.000Z,so happy #PlayStation5 #Playstation #PlayHasNoLimits,,2,0,0
Tom Egerton,2020-11-19T15:07:52.000Z,By far the biggest lie of 2020!! PlayStation 5 advertising it has no limits! More like had No Stock #PlayStation5 #PS5 #Playstation,,2,0,0
Charlie,2020-11-19T15:04:27.000Z,A final message to those buying consoles to sell them over double the price: I hope you drop it on your fucking toe and it breaks leaving you with a broken mess you can't sell anymore and a very painful toe :) #ps5uk #ps5 #PlayStation5 #Playstation,,24,0,3
