name,score,title,place,date,verified purch,text,upvotes 
Jerry,5.0 out of 5 stars,Five Stars,the United States ,June 8 2018,Verified Purchase,  My kids love it!,0 people found this helpful
Leonardo,5.0 out of 5 stars,Great product,the United States ,August 19 2019,Verified Purchase,  Amazing,0 people found this helpful
bookworm_81,5.0 out of 5 stars,As expected,the United States ,January 18 2019,Verified Purchase,  Excellent,0 people found this helpful
Jose G.,4.0 out of 5 stars,Great gaming system,the United States ,May 26 2019,Verified Purchase,  Works as expected. No complaints.,0 people found this helpful
Ricardo Lawrence,4.0 out of 5 stars,great,the United States ,June 15 2020,Verified Purchase,  delivered as promise  very satisfied,0 people found this helpful
ULTRA,5.0 out of 5 stars,Great console,the United States ,September 29 2018,Verified Purchase,  Love it,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,March 7 2018,Verified Purchase,  NO PROBLEM WHIT THE PURCHASE,0 people found this helpful
jose rivera,5.0 out of 5 stars,La mejor consola de juegos en el mercado.,the United States ,May 12 2020,Verified Purchase,"  Excelente producto, entrada rápida, y todo correcto como se especifica en la página de Amazon, muy recomendado.",0 people found this helpful
Misty Free,5.0 out of 5 stars,Must Have,the United States ,March 9 2019,Verified Purchase,  This product is everything and more! Husband was beyond ecstatic! Ordered a skin for it and it is awesome!,0 people found this helpful
Kendra Davis,5.0 out of 5 stars,,the United States ,February 27 2020,Verified Purchase,  My son loved it,0 people found this helpful
Robert Braga,5.0 out of 5 stars,Loads of fun,the United States ,September 24 2018,Verified Purchase,  Been having a lot of fun with this since I got it.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Plug and play,the United States ,January 6 2020,Verified Purchase,  Self explanatory,0 people found this helpful
Mary Adams,1.0 out of 5 stars,No cord,the United States ,November 7 2020,Verified Purchase,  Came with no cord,0 people found this helpful
Robert,5.0 out of 5 stars,Five Stars,the United States ,September 28 2017,Verified Purchase,  Just what I expected happy with purchase,One person found this helpful
Fabrizio,5.0 out of 5 stars,Perfect,the United States ,December 11 2017,Verified Purchase,"  Perfect, works properly",One person found this helpful
Brittany A. Ellison,5.0 out of 5 stars,It’s great!,the United States ,May 13 2019,Verified Purchase,"  Play Overwatch, enjoy blue ray.. what more can you ask for?",0 people found this helpful
Carlos C.,5.0 out of 5 stars,Five Stars,the United States ,June 10 2018,Verified Purchase,  Excellent,0 people found this helpful
Zhengliang Qian,5.0 out of 5 stars,Still not too late to buy a PS4,the United States ,January 14 2021,Verified Purchase,"  Though PS5 is out, PS4 is not out of time.",0 people found this helpful
Gino,5.0 out of 5 stars,Five Stars,the United States ,March 5 2018,Verified Purchase,  very very good playstation,0 people found this helpful
Amazon Customer,1.0 out of 5 stars,Crashes constantly!,the United States ,May 11 2019,Verified Purchase,  I have tried every option in safe mode but it will not stop crashing. It came like this out of the box,One person found this helpful
anny carolina fabian peralta,5.0 out of 5 stars,Super bueno,the United States ,November 14 2019,Verified Purchase,  Puedes comprar con confianza llega nuevo sin ningún defecto,0 people found this helpful
semc,5.0 out of 5 stars,"Cheap price, nice package composition.",the United States ,December 6 2017,Verified Purchase,"  I ordered it on the Black Friday weekend. Its price was very excellent, delivery term was good, and package was nice. As I live in Korea, It won't be able to get after service. Despite this fact, anyway, cheap price and things inside the packge was enough to make me order it. It is recommendable",0 people found this helpful
Amazon Customer,1.0 out of 5 stars,Poor life span,the United States ,April 12 2020,Verified Purchase,"  After 11 months, the system just stopped working. This product does not live up at all. Disappointed.",0 people found this helpful
Manuel M.,5.0 out of 5 stars,Dope,the United States ,October 6 2018,Verified Purchase,  So much fun. Play it everyday.,0 people found this helpful
laky2000,5.0 out of 5 stars,Five Stars,the United States ,September 9 2018,Verified Purchase,  Great product,0 people found this helpful
KiLlZoNeZoMbIeYT,5.0 out of 5 stars,Awesome,the United States ,January 21 2019,Verified Purchase,  I love it!!!! I wish they made more with more storage but other than that everything is ok!,0 people found this helpful
Nazarius Presley-McClary,5.0 out of 5 stars,Perfect,the United States ,March 9 2020,Verified Purchase,  Exceeded my expectations. To be renewed it looked almost brand new and everything,0 people found this helpful
Basson,5.0 out of 5 stars,Five Stars,the United States ,May 13 2018,Verified Purchase,  Been working fine I have no complaints,0 people found this helpful
EPetti,5.0 out of 5 stars,Great quick,the United States ,March 29 2019,Verified Purchase,  Great shipping and price !,0 people found this helpful
DHE80,3.0 out of 5 stars,500gb not 1tb,the United States ,January 23 2019,Verified Purchase,  3 stars instead of 5 is because it was 500gb instead of 1tb. I decided to keep it because of the hassle of returning and waiting for another one. Other than that it has worked perfectly and actually shipped pretty fast.,0 people found this helpful
Andrew Cooper,5.0 out of 5 stars,Awesome!,the United States ,February 5 2019,Verified Purchase,"  Happy with the console. Buy this if you don't have a 4K TV. I recommend the games God of War, Bloodborne, The Last of Us Remastered, and Horizon.",0 people found this helpful
VJL,5.0 out of 5 stars,Five Stars,the United States ,January 10 2018,Verified Purchase,  My son says it works well and is happy with it.,0 people found this helpful
trish garcia,5.0 out of 5 stars,2 thumbs up,the United States ,July 24 2018,Verified Purchase,"  Arrived on time, product works great! Satisfied customer",0 people found this helpful
Wayne Barnes,3.0 out of 5 stars,Thanks,the United States ,October 7 2020,Verified Purchase,  Thanks the only thang is wrong is the game joystick but every thing else is good,0 people found this helpful
Tim Lenord,5.0 out of 5 stars,Boss!!,the United States ,February 22 2019,Verified Purchase,  Can't believe I forgot to review this. Luv it!!,0 people found this helpful
Nancy Torres,5.0 out of 5 stars,Five Stars,the United States ,May 29 2018,Verified Purchase,  Excellent,0 people found this helpful
Chris,5.0 out of 5 stars,Ps4 for the win,the United States ,January 6 2020,Verified Purchase,  Happy with my Ps4 and the storage is good for back up and digital copiea of games,0 people found this helpful
Emiliano Ocampo,5.0 out of 5 stars,Satisfied,the United States ,October 8 2020,Verified Purchase,"  Came in earlier than expected, perfectly packaged and clean. I'm satisfied with this purchase.",0 people found this helpful
TYTY!,5.0 out of 5 stars,Good!,the United States ,June 11 2020,Verified Purchase,  great! the boxing on the first part when you take it out the amazon box was just a lil not satisfying but great!,0 people found this helpful
Anita,5.0 out of 5 stars,Man cave needs one!,the United States ,May 8 2018,Verified Purchase,  Perfect for personal time!,0 people found this helpful
LaToya Dedmond,5.0 out of 5 stars,Love it,the United States ,October 14 2018,Verified Purchase,  The best yet,0 people found this helpful
Rosie,5.0 out of 5 stars,Exactly what i was looking for.,the United States ,July 2 2018,Verified Purchase,"  No issues with set up, arrived on time.",0 people found this helpful
Jose,1.0 out of 5 stars,Blue Light of Death,the United States ,February 9 2020,Verified Purchase,  Worked for a few months before show the blue light of death for no reason now I can't turn it on in save mode so basically is a piece of sh#$.,0 people found this helpful
RpmdEntertainment,5.0 out of 5 stars,Amazing Device,the United States ,May 22 2019,Verified Purchase,"  Fast shipping, great price!",One person found this helpful
Olive,5.0 out of 5 stars,Love it!,the United States ,August 8 2020,Verified Purchase,"  Its everything they say, has 1tb as described!! Definitely happy with this purchase.",0 people found this helpful
Jennifer G.,5.0 out of 5 stars,Five Stars,the United States ,April 17 2018,Verified Purchase,  Son loves it:),0 people found this helpful
Alvaro Zea,5.0 out of 5 stars,PS4!,the United States ,February 16 2018,Verified Purchase,  Great design and storage.,0 people found this helpful
michael fortner,5.0 out of 5 stars,Slim is nice,the United States ,September 27 2018,Verified Purchase,"  Perfect. For daughter for birthday, and she loved it!!!",0 people found this helpful
Jacob Hunsaker,5.0 out of 5 stars,Fun,the United States ,September 5 2019,Verified Purchase,"  Awesome console, great games",0 people found this helpful
Alexandra,5.0 out of 5 stars,New!!!,the United States ,July 17 2020,Verified Purchase,  Came in new and works fine love it,0 people found this helpful
Conner Jones,5.0 out of 5 stars,Worth the money,the United States ,October 28 2019,Verified Purchase,  I love these game system and for the price ita even better,0 people found this helpful
José R De Jesús,5.0 out of 5 stars,Great,the United States ,January 1 2019,Verified Purchase,  Good,0 people found this helpful
Skyler Harrison,5.0 out of 5 stars,Five Stars,the United States ,October 18 2017,Verified Purchase,"  The newer PS4 has a smaller footprint, slick design, quieter operation and keeps intact all of the PS4 awesomeness it's offered since 2013. The slightly updated DualShock4 controller is a bonus.",One person found this helpful
wow2014,5.0 out of 5 stars,Discount price without sacrificing the defecive risk.,the United States ,February 9 2018,Verified Purchase,  Everything is in perfect condition at discounted price. Thanks you.,0 people found this helpful
Tammy Riddle,4.0 out of 5 stars,Awesome,the United States ,November 26 2019,Verified Purchase,  Its aight,0 people found this helpful
Nicole M,5.0 out of 5 stars,Stoked!,the United States ,December 15 2019,Verified Purchase,  Came perfectly packaged and with a free game and 2 games to download with a code from the store!,0 people found this helpful
Julie Fischart,5.0 out of 5 stars,Excellent,the United States ,January 13 2019,Verified Purchase,  Delivered on time and everything it’s promised to be,0 people found this helpful
Clara,5.0 out of 5 stars,Perfect,the United States ,May 4 2020,Verified Purchase,  My boyfriend loves his surprise gift.,0 people found this helpful
ednaz,5.0 out of 5 stars,Five Stars,the United States ,February 17 2018,Verified Purchase,  excellent its worth it,0 people found this helpful
🦋Christy🦋,5.0 out of 5 stars,Perfect,the United States ,July 3 2019,Verified Purchase,  Love it,0 people found this helpful
Darwin Campana,5.0 out of 5 stars,buen producto,the United States ,August 19 2019,Verified Purchase,  exelentes graficos buen precio,0 people found this helpful
Dan Druff,5.0 out of 5 stars,Five Stars,the United States ,December 30 2017,Verified Purchase,  Got here fast as advertised. No complaints.,0 people found this helpful
Shopper,5.0 out of 5 stars,Five Stars,the United States ,May 19 2018,Verified Purchase,  Good!,0 people found this helpful
David Osborne,5.0 out of 5 stars,PS4,the United States ,May 13 2020,Verified Purchase,  I love the high definition and I use it to play games in HD.,0 people found this helpful
Edward Bertus,5.0 out of 5 stars,Good product,the United States ,February 7 2018,Verified Purchase,  Great price and item arrived as stated and works perfectly.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Bien,the United States ,September 18 2019,Verified Purchase,  Súper,0 people found this helpful
phyinq,5.0 out of 5 stars,Five Stars,the United States ,April 19 2018,Verified Purchase,  no comment,0 people found this helpful
Brando ,5.0 out of 5 stars,Five Stars,the United States ,November 25 2017,Verified Purchase,  Freaking amazing love this PS4. Was such a spectacular price too for Black Friday.,3 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,May 22 2018,Verified Purchase,  Works Great,0 people found this helpful
Junior Caballero,5.0 out of 5 stars,Excellent price,the United States ,February 28 2018,Verified Purchase,  the best for the best,0 people found this helpful
mary brewer ,4.0 out of 5 stars,Gift,the United States ,May 30 2019,Verified Purchase,"  Like it,birthday gift",0 people found this helpful
Michael C.,5.0 out of 5 stars,Five Stars,the United States ,July 22 2018,Verified Purchase,  Great,0 people found this helpful
Dee,5.0 out of 5 stars,Works great,the United States ,October 16 2019,Verified Purchase,"  I haven't had any issues with it, it works great and I'm definitely happy with it.",0 people found this helpful
Kelly M.,5.0 out of 5 stars,Five Stars,the United States ,February 4 2018,Verified Purchase,  PS4 great gaming system,0 people found this helpful
TODD Anderson,5.0 out of 5 stars,Five Stars,the United States ,February 21 2018,Verified Purchase,  works great - thanks,0 people found this helpful
Brandi,3.0 out of 5 stars,Controller issues,the United States ,December 27 2019,Verified Purchase,  I sent this item back because the toggle on the controller kept getting stuck.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,January 26 2018,Verified Purchase,  Package arrived in great shape.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,"Better, Stronger, Lighter and more Powerful than before.",the United States ,January 12 2018,Verified Purchase,"  This little lightweight machine is so powerful it can handle so much full digital games it's amazing. It's silent, cool, sleek, can fit and small spaces. It's very hard to dislike this powerful machine. And yes, it's way better than the fat PlayStation 4 version!",0 people found this helpful
Jorge Soto,4.0 out of 5 stars,Four Stars,the United States ,April 16 2018,Verified Purchase,  Made my kid happy no issues,0 people found this helpful
Jessi-Joy,5.0 out of 5 stars,Great,the United States ,February 28 2018,Verified Purchase,  My son loves it. Great graphics,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,March 5 2018,Verified Purchase,  My daughter loves this system.,0 people found this helpful
pinc,5.0 out of 5 stars,Five Stars,the United States ,March 1 2018,Verified Purchase,  A Christmas gift!,0 people found this helpful
Debby,5.0 out of 5 stars,Good,the United States ,September 12 2019,Verified Purchase,  Good,0 people found this helpful
Rayrayzwfy0303,5.0 out of 5 stars,Great product!,the United States ,December 17 2018,Verified Purchase,  Great product! My son's loves it!,0 people found this helpful
Duhwi Kim,5.0 out of 5 stars,Five Stars,the United States ,July 13 2018,Verified Purchase,  Nice~,0 people found this helpful
Isaiah carpenter,5.0 out of 5 stars,Everything,the United States ,May 10 2020,Verified Purchase,  The controller color,0 people found this helpful
Pito Gonzalez,5.0 out of 5 stars,The best console!,the United States ,March 4 2018,Verified Purchase,  Console runs smooth. Exclusives are amazing. Also have an Xbox One but this is the better console. Very happy with the purchase.,0 people found this helpful
Crystal ,5.0 out of 5 stars,Five Stars,the United States ,November 16 2018,Verified Purchase,  works like it should so yay,0 people found this helpful
Jaime Guidry,5.0 out of 5 stars,PS4 1TB as described,the United States ,April 3 2020,Verified Purchase,  No complaints! I received exactly what was described.,0 people found this helpful
Raymond Beyer,5.0 out of 5 stars,A must have for everyone!!,the United States ,November 10 2018,Verified Purchase,  Loved it.,0 people found this helpful
Arnoldo,5.0 out of 5 stars,Fast delivery,the United States ,February 6 2019,Verified Purchase,  Very good item thanks,0 people found this helpful
Eric Kennard,5.0 out of 5 stars,Amazing entertainment console,the United States ,September 6 2019,Verified Purchase,  Great console. Everything I expected and more. All of my home entertainment now goes through the PS4.,0 people found this helpful
Jennifer Godwin,5.0 out of 5 stars,Five Stars,the United States ,January 31 2018,Verified Purchase,"  Great price, so far so good, works great",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Wow,the United States ,June 6 2019,Verified Purchase,  My son loves it. Has enough space. Work great looks great.Thank you,0 people found this helpful
luvmi,5.0 out of 5 stars,Works great,the United States ,December 30 2019,Verified Purchase,  Great,0 people found this helpful
Alper Basoglu,5.0 out of 5 stars,Delivered as promised,the United States ,October 5 2019,Verified Purchase,  My PS4 was in good condition and shipped as promised.  I am a satisfied customer.,0 people found this helpful
nathan mattero,5.0 out of 5 stars,Sweet,the United States ,February 15 2020,Verified Purchase,  It works great! I love it!,0 people found this helpful
daniel,5.0 out of 5 stars,No complaints love it.,the United States ,December 13 2019,Verified Purchase,"  Loved everything about the ps4 , no complaints here.",0 people found this helpful
robert reinstra,5.0 out of 5 stars,perfect condition; great deal,the United States ,February 15 2019,Verified Purchase,"  fast ship, great product",0 people found this helpful
Marvelous,5.0 out of 5 stars,A good,the United States ,January 8 2018,Verified Purchase,  Video is clean. A good buy,0 people found this helpful
Elmer A. Almonte,5.0 out of 5 stars,As described. works perfect!,the United States ,February 14 2018,Verified Purchase,"  Had it for 3 months now and I love it, works perfect!!! For all you thinking of buying a PS4 expect to spend up an additional $500+ in games and ps membership.",0 people found this helpful
J&k,5.0 out of 5 stars,Fast shipping even during the holidays,the United States ,April 2 2018,Verified Purchase,  Great value  fast shipping,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Five Stars,the United States ,December 18 2017,Verified Purchase,  Great price. Kids are happy,0 people found this helpful
Xhoel,5.0 out of 5 stars,,the United States ,October 30 2019,Verified Purchase,  Good product ,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,It shows everything clearly.,the United States ,January 21 2019,Verified Purchase,  My boyfriend loves it.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Love this!!!,the United States ,March 17 2019,Verified Purchase,  My kids love this playstation...works great...graphics are awesome!,0 people found this helpful
Irene Lane,5.0 out of 5 stars,Five Stars,the United States ,April 3 2018,Verified Purchase,  LOVE IT,0 people found this helpful
Ronald Disher,5.0 out of 5 stars,Fast delivery,the United States ,July 3 2020,Verified Purchase,  Came on time. Works perfect.,0 people found this helpful
Desirai Schild,5.0 out of 5 stars,Five Stars,the United States ,February 28 2018,Verified Purchase,  As advertised,0 people found this helpful
Cristian,5.0 out of 5 stars,Excelent,the United States ,December 12 2018,Verified Purchase,  Excelent,0 people found this helpful
jondi24,5.0 out of 5 stars,Quick and clean delivery,the United States ,June 27 2019,Verified Purchase,  PS4 is always a great purchase. The relationship between cost and quality is pretty good. The game catalog is huge,0 people found this helpful
Ashford256,5.0 out of 5 stars,Five Stars,the United States ,February 15 2018,Verified Purchase,  slim & powerful,0 people found this helpful
S McQueen,5.0 out of 5 stars,Love it!,the United States ,January 6 2018,Verified Purchase,  Great system! My husband loves it!,0 people found this helpful
Courtney,5.0 out of 5 stars,Five Stars,the United States ,May 27 2018,Verified Purchase,  ,0 people found this helpful
Dyoung,5.0 out of 5 stars,Great,the United States ,December 1 2017,Verified Purchase,  It's everything I hoped for.,0 people found this helpful
Breyanna,5.0 out of 5 stars,I would most definitely recommend to anyone!,the United States ,September 22 2019,Verified Purchase,  I Loveee it!!! No issues at all ,0 people found this helpful
"BaByliss PRO Nano Titanium - Blue - 1/2"" plate Mini & Travel Straightening Iron",5.0 out of 5 stars,Satisfies,the United States ,December 22 2019,Verified Purchase,  It arrived on time and works great!,0 people found this helpful
Carlos Arias,5.0 out of 5 stars,PS4,the United States ,January 11 2018,Verified Purchase,  What's not to love about the ps4?It's amazing!,0 people found this helpful
Justin R.,5.0 out of 5 stars,best price,the United States ,April 18 2018,Verified Purchase,  Great deal and super fast shipping,0 people found this helpful
my two cents,5.0 out of 5 stars,upgrade!,the United States ,November 29 2017,Verified Purchase,  Great upgrade from the ps3.,0 people found this helpful
Peggy Magrady,5.0 out of 5 stars,Five Stars,the United States ,August 14 2018,Verified Purchase,  Works great,0 people found this helpful
garyb,5.0 out of 5 stars,Five Stars,the United States ,January 29 2018,Verified Purchase,  it works very good,0 people found this helpful
SamuelS,5.0 out of 5 stars,Five Stars,the United States ,March 6 2018,Verified Purchase,  Excellent,0 people found this helpful
Richard,5.0 out of 5 stars,Game system,the United States ,December 21 2019,Verified Purchase,  I love it The system came in the one controller with it to,0 people found this helpful
Larry,5.0 out of 5 stars,I love it,the United States ,January 1 2021,Verified Purchase,  After a long day at work I come home to play my game,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,great,the United States ,August 4 2018,Verified Purchase,  great,0 people found this helpful
Donte higgs,5.0 out of 5 stars,My son,the United States ,July 30 2020,Verified Purchase,  Love it with all my heart my son,0 people found this helpful
Darion,5.0 out of 5 stars,Ps4,the United States ,January 8 2020,Verified Purchase,  It is a great gift,0 people found this helpful
MJ,3.0 out of 5 stars,So far so good,the United States ,November 19 2020,Verified Purchase,"  Seems fine thus far,  does have a dent in the side.",0 people found this helpful
Jasmine,5.0 out of 5 stars,Good,the United States ,September 3 2020,Verified Purchase,  Good. No problems so far,0 people found this helpful
Fmis,5.0 out of 5 stars,Perfect,the United States ,August 20 2018,Verified Purchase,"  Works as it should, small in size, 1tb which helps alot, and came in perfect condition.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Works great,the United States ,January 15 2019,Verified Purchase,  Have had it for 6 months and still works great. I bought one used and it came in great condition with everything needed.,0 people found this helpful
Maria Rosa Cahuenas,5.0 out of 5 stars,Nice,the United States ,January 2 2018,Verified Purchase,  I bought it as a birthday present for my husband and he is really happy with it.,0 people found this helpful
Scott,5.0 out of 5 stars,Fast Shipping. Product just as described.,the United States ,January 7 2019,Verified Purchase,  Fast Shipping. Product just as described.,0 people found this helpful
justme,5.0 out of 5 stars,Great product,the United States ,January 23 2019,Verified Purchase,  Great gift,0 people found this helpful
Nikki and Jay,5.0 out of 5 stars,Amazing!,the United States ,June 27 2019,Verified Purchase,  Ordered it used and got it in nearly perfect condition! Played Spider-Man as my first game and loved how smoothly it ran! No complaints!,0 people found this helpful
RABrooke,5.0 out of 5 stars,Keep them busy,the United States ,January 8 2018,Verified Purchase,  Works great.  My three grandsons love it.,0 people found this helpful
Ruth Lorenzo,5.0 out of 5 stars,Playstation,the United States ,September 19 2019,Verified Purchase,  What I dislike was the price was to high.,0 people found this helpful
David,5.0 out of 5 stars,Excellent!!,the United States ,December 29 2017,Verified Purchase,  Excellent as always!!,0 people found this helpful
bill,5.0 out of 5 stars,Five Stars,the United States ,January 18 2018,Verified Purchase,  great console.,0 people found this helpful
Amazon Customer,2.0 out of 5 stars,Not what it says.,the United States ,December 31 2018,Verified Purchase,  Did not come with the Spiderman game as advertised.,One person found this helpful
Alexandria Nicholas,5.0 out of 5 stars,Most bang for the buck,the United States ,February 25 2018,Verified Purchase,  Got this on sale during the holidays and I couldn't be happier!,0 people found this helpful
John O'Mahony,5.0 out of 5 stars,Exactly as expected,the United States ,December 20 2017,Verified Purchase,  Exactly as expected,0 people found this helpful
Danielle Gray,5.0 out of 5 stars,Good deal!,the United States ,March 29 2018,Verified Purchase,  Good deal!,0 people found this helpful
Vivian,5.0 out of 5 stars,"... a little beat up but the PlayStation was in great condition, but one of the charging holes doesn’t ...",the United States ,April 23 2018,Verified Purchase,"  Box came a little beat up but the PlayStation was in great condition, but one of the charging holes doesn’t work only when it feels like it at least.",0 people found this helpful
Andrew,5.0 out of 5 stars,Five Stars,the United States ,April 1 2018,Verified Purchase,  Great console.,0 people found this helpful
mac510,5.0 out of 5 stars,Five Stars,the United States ,January 8 2018,Verified Purchase,  excellent item.,0 people found this helpful
Whup,4.0 out of 5 stars,Four Stars,the United States ,April 12 2018,Verified Purchase,  Doing Fine,0 people found this helpful
Greg Johnson,1.0 out of 5 stars,Junk!,the United States ,October 25 2019,Verified Purchase,  It crapped out the first month.,0 people found this helpful
kamal hauter,5.0 out of 5 stars,PS4,the United States ,July 8 2017,Verified Purchase,  Has no problems and works great,One person found this helpful
Amazon Customer,5.0 out of 5 stars,Xbox :(,the United States ,February 1 2020,Verified Purchase,  PS4 is a pretty dank console I only bought this for spoodermins originally but now I have switched entirely from Xbox to PS4.,0 people found this helpful
Dallas Ellingsworth,5.0 out of 5 stars,The item I got worked 100% no problems at all,the United States ,December 23 2018,Verified Purchase,  This was a good price for what I got and I would consider getting something else from this person so go check them out you might find something you like and want to get you won't regret it I know I didn't,0 people found this helpful
Rachel Williams,5.0 out of 5 stars,Worked well,the United States ,June 2 2019,Verified Purchase,  no issues after more than a year,0 people found this helpful
Cliff Ord,5.0 out of 5 stars,Game,the United States ,January 1 2020,Verified Purchase,  Nice,0 people found this helpful
Garrett,5.0 out of 5 stars,Worth all 5 stars,the United States ,February 14 2019,Verified Purchase,  Came a little dusty in the box which I didn't mind at all. It arrived a day early and has been working perfectly since I got it. High quality I would definitely recommend someone else to this.,0 people found this helpful
Dannette hill,4.0 out of 5 stars,My grandchildren the whole,the United States ,November 9 2019,Verified Purchase,  He will be very happy for Christmas I want to say love grandma,0 people found this helpful
Kindle Customer,5.0 out of 5 stars,love the quality of the graphics and the excellent variety ...,the United States ,July 20 2017,Verified Purchase,"  Finally upgraded to this after my PS3 finally died, love the quality of the graphics and the excellent variety of games for it.",7 people found this helpful
Astarr,5.0 out of 5 stars,quarantine purchase gone well,the United States ,May 12 2020,Verified Purchase,  love it,0 people found this helpful
Jennifer,5.0 out of 5 stars,Five Stars,the United States ,April 6 2018,Verified Purchase,  Super excited to have. Works great!,0 people found this helpful
HEATH HEATHEN,5.0 out of 5 stars,Game night is on,the United States ,August 10 2018,Verified Purchase,  Works great!,0 people found this helpful
AJR,5.0 out of 5 stars,Five Stars,the United States ,January 4 2018,Verified Purchase,  Nice experience. Buying again soon!!,0 people found this helpful
Ruan  Blackie,5.0 out of 5 stars,100%,the United States ,June 3 2019,Verified Purchase,  Great,0 people found this helpful
Spearse,5.0 out of 5 stars,Five Stars,the United States ,December 25 2017,Verified Purchase,  My son loved it,0 people found this helpful
Timothy Bodiford,5.0 out of 5 stars,Great console,the United States ,December 16 2018,Verified Purchase,  Great console,0 people found this helpful
Tracy Ray,5.0 out of 5 stars,As promised,the United States ,October 10 2019,Verified Purchase,  Excellent price .. as promised new system . Easy purchase & fast delivery plus rewards on my amazon card ,0 people found this helpful
Matthew Griffin,5.0 out of 5 stars,Fast fast fast delivery,the United States ,April 14 2020,Verified Purchase,  Came in 2 days as described ...thanks,0 people found this helpful
Xjuliesgotagunx,5.0 out of 5 stars,Great,the United States ,December 13 2019,Verified Purchase,  Love it only had a problem with shipping,0 people found this helpful
Jonathan Cross,5.0 out of 5 stars,Amazing quality,the United States ,May 17 2019,Verified Purchase,  Love it,0 people found this helpful
Michael Cipriano,5.0 out of 5 stars,Loving It,the United States ,April 8 2020,Verified Purchase,  So far the PS4 has been working great! Everything shipped cleanly and contained everything it should have.,0 people found this helpful
Jared,5.0 out of 5 stars,Great price for the fun you'll have!,the United States ,March 19 2019,Verified Purchase,  I really liked the memories flowing back to me not playing playstation since the playstation 2. I cant think of a dislike for this console.,0 people found this helpful
Jorge Chavez,5.0 out of 5 stars,Five Stars,the United States ,April 9 2018,Verified Purchase,  thank u!,0 people found this helpful
varun,4.0 out of 5 stars,Good,the United States ,December 19 2019,Verified Purchase,  Good,0 people found this helpful
Nicholas Mikus,5.0 out of 5 stars,Five Stars,the United States ,January 29 2018,Verified Purchase,  Perfect,0 people found this helpful
Phoenix78,5.0 out of 5 stars,Five Stars,the United States ,January 29 2018,Verified Purchase,  My kids are very very happy with it....,0 people found this helpful
Christina lund,5.0 out of 5 stars,Five Stars,the United States ,December 30 2017,Verified Purchase,  great system,0 people found this helpful
Hermes,4.0 out of 5 stars,Exelente compra,the United States ,January 10 2019,Verified Purchase,  Excelente me lo compré me llegó todo bien,0 people found this helpful
Jonathan Stough,5.0 out of 5 stars,"Thin and sleek control, 1 TB great value",the United States ,September 11 2018,Verified Purchase,"  Very good price, kids love it.",0 people found this helpful
NOE JASSO,5.0 out of 5 stars,Five Stars,the United States ,May 16 2018,Verified Purchase,  Excellent purchase,0 people found this helpful
Natan Santana,5.0 out of 5 stars,Great,the United States ,January 19 2020,Verified Purchase,  Excellent option.,0 people found this helpful
Yasmeen alcala,5.0 out of 5 stars,Cost less than 400 dollars,the United States ,June 6 2019,Verified Purchase,  So happy I recieved it today! I like that it's under 400 dollars for purchase.,One person found this helpful
Krista Evans,1.0 out of 5 stars,Not worth another buy if this is how things are going to start showing up,the United States ,May 12 2020,Verified Purchase,  It doesnt work!!! It was just packed in a box no buffers nothing it's expensive!!,0 people found this helpful
Tami Boreman,5.0 out of 5 stars,Five Stars,the United States ,January 11 2018,Verified Purchase,  Loves it,0 people found this helpful
dvandy4898,5.0 out of 5 stars,Five Stars,the United States ,January 2 2018,Verified Purchase,  This was a family Christmas present.  Everyone loves it.,0 people found this helpful
Dion Cherry,5.0 out of 5 stars,The product arrived in time,the United States ,December 26 2018,Verified Purchase,  The product arrived looking and operating as advertised. The product is a Christmas present for my teenage daughter,0 people found this helpful
snicklefritz,5.0 out of 5 stars,Five Stars,the United States ,January 30 2018,Verified Purchase,  My son can't be happier!,0 people found this helpful
Ed Barrus,5.0 out of 5 stars,Would buy again from this Co.,the United States ,November 12 2019,Verified Purchase,  Arrived when scheduled. Worked as expected.,0 people found this helpful
jeff christ,1.0 out of 5 stars,Not happy with support offered.  Returning PS4,the United States ,November 2 2020,Verified Purchase,  I don’t like the support offered by Sony and am going to return this,0 people found this helpful
Shanair Moore,5.0 out of 5 stars,Works. Still using it like 2 years later,the United States ,July 22 2019,Verified Purchase,  Worked fine. Had to buy my own controller and hdmi cord but ah well.,0 people found this helpful
michelle,5.0 out of 5 stars,Happy Son,the United States ,December 10 2018,Verified Purchase,  Good deal,0 people found this helpful
Salvá,5.0 out of 5 stars,As advertice,the United States ,September 26 2019,Verified Purchase,  Happy with product.,0 people found this helpful
n b p,5.0 out of 5 stars,Great,the United States ,March 31 2019,Verified Purchase,  Great,0 people found this helpful
